"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","state","Biodomain","color"
"F-actin capping protein complex",0.937984496124031,0.985709682079319,0.0471642455670861,-0.357777777777778,-0.598586264958517,2,"c(""CAPZB"", ""ADD2"")","2","Structural Stabilization","#ff9999"
"Fc-gamma receptor signaling pathway involved in phagocytosis",0.153564899451554,0.9739503580565,0.151148761385484,0.502193162504415,1.32867266486592,7,"c(""MAPK3"", ""MAPK1"", ""PAK1"", ""NCKAP1"", ""BAIAP2"", ""CYFIP2"")","2","Immune Response","#99cccc"
"Fc-gamma receptor signaling pathway involved in phagocytosis",0.153564899451554,0.9739503580565,0.151148761385484,0.502193162504415,1.32867266486592,7,"c(""MAPK3"", ""MAPK1"", ""PAK1"", ""NCKAP1"", ""BAIAP2"", ""CYFIP2"")","2","Autophagy","#9933ff"
"Fc-gamma receptor signaling pathway involved in phagocytosis",0.153564899451554,0.9739503580565,0.151148761385484,0.502193162504415,1.32867266486592,7,"c(""MAPK3"", ""MAPK1"", ""PAK1"", ""NCKAP1"", ""BAIAP2"", ""CYFIP2"")","2","Immune Response","#99cccc"
"Fc-gamma receptor signaling pathway involved in phagocytosis",0.153564899451554,0.9739503580565,0.151148761385484,0.502193162504415,1.32867266486592,7,"c(""MAPK3"", ""MAPK1"", ""PAK1"", ""NCKAP1"", ""BAIAP2"", ""CYFIP2"")","2","Autophagy","#9933ff"
"G protein-coupled acetylcholine receptor signaling pathway",0.535564853556485,0.985709682079319,0.0778840111977068,0.725055432372506,0.969837716843872,1,"GNAI2","2","Synapse","#339933"
"G protein-coupled receptor internalization",0.535564853556485,0.985709682079319,0.0778840111977068,0.727272727272727,0.972803581421376,1,"ARRB1","2","Endolysosome","#3366cc"
"GABA-ergic synapse",0.387337057728119,0.985709682079319,0.0891647117820678,0.426384173456922,1.06464621001952,6,"c(""CLSTN1"", ""GABRA3"", ""GUCY1A1"", ""SEPTIN11"", ""NRXN1"")","2","Synapse","#339933"
"GABA-gated chloride ion channel activity",0.543933054393305,0.985709682079319,0.0770736734944102,0.720620842572062,0.963905987688864,1,"GABRA3","2","Synapse","#339933"
"Golgi apparatus",0.395,0.985709682079319,0.0819778796501272,0.202991625077651,1.04550031774873,51,"c(""RAB27B"", ""CLU"", ""MAPK3"", ""ATP8A1"", ""DBI"", ""MAPK1"", ""CPE"", ""CLSTN2"", ""TMEM30A"", ""CLSTN1"", ""TPP1"", ""MAP2K1"", ""STMN4"", ""GALNT16"", ""NSFL1C"", ""RTN1"", ""RAB39B"", ""AP1S1"", ""STX16"", ""GOLPH3L"", ""RAB6A"", ""VTI1A"", ""SGSM1"", ""RAB21"", ""BAIAP2"", ""AP3M2"", ""ARMH3"", ""CUL3"")","2","Proteostasis","#C7B169"
"Golgi cisterna",0.382716049382716,0.985709682079319,0.0956031492204301,0.631111111111111,1.06175433861329,2,"c(""STX16"", ""GOLPH3L"")","2","Proteostasis","#C7B169"
"Golgi cisterna membrane",0.610869565217391,0.985709682079319,0.0730744399126987,-0.373601789709172,-0.881868842267863,5,"c(""ASAP2"", ""GALNT2"", ""NUCB1"", ""RAB21"", ""GOLPH3L"")","2","Proteostasis","#C7B169"
"Golgi lumen",0.158995815899582,0.9739503580565,0.159646701919906,0.920177383592018,1.23083379966424,1,"GPC4","2","Proteostasis","#C7B169"
"Golgi membrane",0.779661016949153,0.985709682079319,0.0494904866135495,0.181251419122644,0.760312283238179,26,"c(""CLSTN2"", ""CLSTN1"", ""GALNT16"", ""ARRB1"", ""RTN1"", ""RAB39B"", ""AP1S1"", ""STX16"", ""GOLPH3L"", ""RAB6A"", ""VTI1A"", ""RAB21"", ""ARMH3"", ""GABARAPL2"", ""RAB9A"", ""AP3D1"", ""CYTH1"", ""SEC22B"", ""KRAS"", ""OSBP"")","2","Proteostasis","#C7B169"
"Golgi stack",0.348484848484849,0.985709682079319,0.096240602328129,0.501135303894023,1.09961069411627,4,"c(""RAB27B"", ""NSFL1C"")","2","Proteostasis","#C7B169"
"Golgi vesicle budding",0.723849372384937,0.985709682079319,0.0628003977812234,0.629711751662971,0.842305540011192,1,"GOLPH3L","2","Proteostasis","#C7B169"
"HSP90-CDC37 chaperone complex",0.428870292887029,0.985709682079319,0.0899860794997137,0.787139689578714,1.05288192501399,1,"CDC37","2","Proteostasis","#C7B169"
"Hrd1p ubiquitin ligase ERAD-L complex",0.50381679389313,0.985709682079319,0.0762797180809272,-0.751662971175166,-1.00353762905271,1,"SEL1L","2","Proteostasis","#C7B169"
"Hrd1p ubiquitin ligase complex",0.50381679389313,0.985709682079319,0.0762797180809272,-0.751662971175166,-1.00353762905271,1,"SEL1L","2","Proteostasis","#C7B169"
"IRE1-mediated unfolded protein response",0.119341563786008,0.914086471408647,0.184706471207739,0.775555555555556,1.3047614935776,2,"c(""TPP1"", ""WFS1"")","2","Proteostasis","#C7B169"
"MLL1 complex",0.941422594142259,0.985709682079319,0.0504983044100709,0.527716186252772,0.705875769445999,1,"RUVBL1","2","Epigenetic","#cc3333"
"N-terminal peptidyl-glutamic acid acetylation",0.903765690376569,0.985709682079319,0.0523759084097997,0.545454545454545,0.729602686066032,1,"NAA10","2","Proteostasis","#C7B169"
"N-terminal peptidyl-methionine acetylation",0.601145038167939,0.985709682079319,0.0673623868166279,-0.698447893569845,-0.932490717261365,1,"NAA15","2","Proteostasis","#C7B169"
"N-terminal peptidyl-serine acetylation",0.903765690376569,0.985709682079319,0.0523759084097997,0.545454545454545,0.729602686066032,1,"NAA10","2","Proteostasis","#C7B169"
"N-terminal protein amino acid acetylation",0.819767441860465,0.985709682079319,0.053347785067549,-0.455555555555556,-0.762175057866434,2,"c(""NAA15"", ""NAA10"")","2","Proteostasis","#C7B169"
"NEDD8 conjugating enzyme activity",0.620229007633588,0.985709682079319,0.0658311958368866,-0.682926829268293,-0.911768701322224,1,"UBE2F","2","Proteostasis","#C7B169"
"NMDA glutamate receptor clustering",0.920502092050209,0.985709682079319,0.051530912208539,0.536585365853659,0.717739227756016,1,"NRXN1","2","Synapse","#339933"
"NuA4 histone acetyltransferase complex",0.941422594142259,0.985709682079319,0.0504983044100709,0.527716186252772,0.705875769445999,1,"RUVBL1","2","Epigenetic","#cc3333"
"O-glycan processing",0.505725190839695,0.985709682079319,0.0760837160951725,-0.742793791574279,-0.991696477087484,1,"GALNT2","2","Proteostasis","#C7B169"
"RNA splicing",0.862275449101796,0.985709682079319,0.0523759084097997,0.360702567481658,0.699023636414367,3,"c(""AKAP8L"", ""HNRNPH3"")","2","RNA Spliceosome","#0099ff"
"Ragulator complex",0.121338912133891,0.914086471408647,0.184706471207739,0.946784922394678,1.26642417459429,1,"LAMTOR4","2","Endolysosome","#3366cc"
"SA node cell action potential",0.748091603053435,0.985709682079319,0.0568864160475701,-0.623059866962306,-0.831840925556964,1,"ANK2","2","Vasculature","#cccc00"
"SCF ubiquitin ligase complex",0.285429141716567,0.985709682079319,0.111918316325105,-0.579064587973274,-1.14813465531119,3,"c(""FBXL16"", ""USP47"", ""CUL2"")","2","Proteostasis","#C7B169"
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.0708154506437768,0.72582637482089,0.248911114434702,-0.582959641255605,-1.49481229444069,6,"c(""PSME4"", ""FBXL16"", ""PSME3"", ""PSMA6"", ""PSMA7"", ""CUL2"")","2","Proteostasis","#C7B169"
"Schaffer collateral - CA1 synapse",0.651769087523277,0.985709682079319,0.062249042949858,0.348508418331239,0.870196854934945,6,"c(""SYN2"", ""AKAP12"", ""BAIAP2"", ""NRXN1"", ""CAPZB"", ""CTNNB1"")","2","Synapse","#339933"
"Swr1 complex",0.941422594142259,0.985709682079319,0.0504983044100709,0.527716186252772,0.705875769445999,1,"RUVBL1","2","Epigenetic","#cc3333"
"T cell costimulation",0.56686626746507,0.985709682079319,0.0725351864394589,0.481193439549977,0.932528953928409,3,"c(""PDPK1"", ""PAK1"", ""PAK3"")","2","Immune Response","#99cccc"
"T cell differentiation",0.639312977099237,0.985709682079319,0.0643583367917361,-0.669623059866962,-0.894006973374389,1,"CTNNB1","2","Immune Response","#99cccc"
"T cell differentiation in thymus",0.639312977099237,0.985709682079319,0.0643583367917361,-0.669623059866962,-0.894006973374389,1,"CTNNB1","2","Immune Response","#99cccc"
"T cell receptor signaling pathway",0.950617283950617,0.985709682079319,0.0422468188360053,0.178840744133576,0.547274914118147,10,"c(""MAPK1"", ""PDPK1"", ""PAK1"", ""CRKL"")","2","Immune Response","#99cccc"
"V(D)J recombination",0.347328244274809,0.985709682079319,0.096887770327544,-0.818181818181818,-1.09234626879189,1,"DCAF1","2","Immune Response","#99cccc"
"VCB complex",0.841603053435115,0.985709682079319,0.0514264916187015,-0.57649667405765,-0.76967487773954,1,"CUL2","2","Proteostasis","#C7B169"
"VCP-NPL4-UFD1 AAA ATPase complex",0.824427480916031,0.985709682079319,0.0523759084097997,-0.585365853658537,-0.781516029704763,1,"VCP","2","Proteostasis","#C7B169"
"acetylcholine receptor signaling pathway",0.702928870292887,0.985709682079319,0.0642140881844605,0.645232815964523,0.863066592053721,1,"CRKL","2","Synapse","#339933"
"actin crosslink formation",0.405349794238683,0.985709682079319,0.0922597260527354,0.625258806106447,1.05190867099599,2,"c(""DPYSL3"", ""BAIAP2"")","2","Structural Stabilization","#ff9999"
"actin cytoskeleton",0.966725043782837,0.985709682079319,0.0411544018789903,0.178020452110905,0.527081502242884,9,"c(""ACTA2"", ""TPM1"", ""BAIAP2"", ""MYO5A"", ""CAPZB"", ""OPHN1"", ""CORO2B"", ""KALRN"", ""AFAP1"")","2","Structural Stabilization","#ff9999"
"actin cytoskeleton organization",0.636833046471601,0.985709682079319,0.0596037042575973,0.26530612244898,0.844016235659791,11,"c(""DNAJB6"", ""PDPK1"", ""DIAPH1"", ""ADD2"", ""PIP5K1C"", ""KRAS"", ""SPIRE1"", ""CAPZB"", ""OPHN1"", ""NISCH"")","2","Structural Stabilization","#ff9999"
"actin cytoskeleton reorganization",0.726546906187625,0.985709682079319,0.0603786357920401,0.423162583518931,0.820068041076373,3,"c(""PAK1"", ""CXADR"", ""RALA"")","2","Structural Stabilization","#ff9999"
"actin filament",0.550898203592814,0.985709682079319,0.0739901439101341,0.487750556792873,0.945236321030136,3,"c(""PAK1"", ""TPM1"", ""MYO5A"")","2","Structural Stabilization","#ff9999"
"actin filament bundle assembly",0.333333333333333,0.985709682079319,0.102080107662747,0.579064587973274,1.12219837199925,3,"c(""DPYSL3"", ""ADD2"", ""BAIAP2"")","2","Structural Stabilization","#ff9999"
"actin filament capping",0.702290076335878,0.985709682079319,0.0598603117764473,-0.647450110864745,-0.864404093461329,1,"CAPZB","2","Structural Stabilization","#ff9999"
"actin filament network formation",0.782442748091603,0.985709682079319,0.0547939500773363,-0.60310421286031,-0.805198333635211,1,"SPIRE1","2","Structural Stabilization","#ff9999"
"actin filament organization",0.879828326180258,0.985709682079319,0.0547939500773363,-0.253363228699552,-0.649668420276144,6,"c(""ARHGEF2"", ""SH3KBP1"", ""MYO5A"", ""TPM1"", ""DIAPH1"", ""CORO6"")","2","Structural Stabilization","#ff9999"
"actin filament polymerization",0.919753086419753,0.985709682079319,0.0508054139066364,0.397777777777778,0.669204319055562,2,"c(""DIAPH1"", ""SPIRE1"")","2","Structural Stabilization","#ff9999"
"actin nucleation",0.782442748091603,0.985709682079319,0.0547939500773363,-0.60310421286031,-0.805198333635211,1,"SPIRE1","2","Structural Stabilization","#ff9999"
"actin polymerization or depolymerization",0.362403100775194,0.985709682079319,0.0952879846194844,-0.648888888888889,-1.08563471657073,2,"c(""ABI2"", ""CAPZB"")","2","Structural Stabilization","#ff9999"
"activation of cysteine-type endopeptidase activity",0.855648535564854,0.985709682079319,0.0549073703290958,0.572062084257206,0.765193060996083,1,"CYFIP2","2","Apoptosis","#663399"
"activation of cysteine-type endopeptidase activity",0.855648535564854,0.985709682079319,0.0549073703290958,0.572062084257206,0.765193060996083,1,"CYFIP2","2","Proteostasis","#C7B169"
"activation of cysteine-type endopeptidase activity",0.855648535564854,0.985709682079319,0.0549073703290958,0.572062084257206,0.765193060996083,1,"CYFIP2","2","Apoptosis","#663399"
"activation of cysteine-type endopeptidase activity",0.855648535564854,0.985709682079319,0.0549073703290958,0.572062084257206,0.765193060996083,1,"CYFIP2","2","Proteostasis","#C7B169"
"activation of cysteine-type endopeptidase activity involved in apoptotic process",0.242798353909465,0.985709682079319,0.125033367555272,0.698862477835002,1.17573634003841,2,"c(""CCK"", ""VCP"")","2","Apoptosis","#663399"
"adaptive immune response",0.289772727272727,0.985709682079319,0.107554375265169,0.529017857142857,1.16079168354856,4,"c(""YWHAB"", ""RAP1B"", ""OTUB1"", ""PRKACB"")","2","Immune Response","#99cccc"
"adherens junction",0.455341506129597,0.985709682079319,0.0770736734944102,0.336343115124153,0.995841951228426,9,"c(""FLOT2"", ""BAIAP2"", ""PIP5K1C"", ""CXADR"", ""PARK7"", ""CYTH1"", ""MPP7"", ""ABI2"", ""CTNNB1"")","2","Structural Stabilization","#ff9999"
"adherens junction assembly",0.848837209302326,0.985709682079319,0.0517405459873163,-0.435555555555556,-0.728713713862542,2,"c(""CTNNB1"", ""PIP5K1C"")","2","Structural Stabilization","#ff9999"
"adherens junction organization",0.639312977099237,0.985709682079319,0.0643583367917361,-0.669623059866962,-0.894006973374389,1,"CTNNB1","2","Structural Stabilization","#ff9999"
"aggrephagy",0.742248062015504,0.985709682079319,0.0579754757571486,-0.488888888888889,-0.817943964539588,2,"c(""WDR81"", ""PARK7"")","2","Autophagy","#9933ff"
"aggresome",0.190376569037657,0.985709682079319,0.144630528034484,0.900221729490022,1.2041410184667,1,"HSPA1B","2","Proteostasis","#C7B169"
"aggresome assembly",0.824427480916031,0.985709682079319,0.0523759084097997,-0.585365853658537,-0.781516029704763,1,"VCP","2","Proteostasis","#C7B169"
"alpha-linolenic acid metabolic process",0.0155604314035023,0.428860670389209,0.380730400722792,-0.993348115299335,-1.32620902010505,1,"FADS2","2","Lipid Metabolism","#999999"
"aminophospholipid flippase activity",0.320083682008368,0.985709682079319,0.107554375265169,0.844789356984479,1.1299944040291,1,"TMEM30A","2","Lipid Metabolism","#999999"
"aminophospholipid translocation",0.076477310693318,0.754896100699694,0.287805130535564,0.846666666666667,1.42439578525234,2,"c(""ATP8A1"", ""TMEM30A"")","2","Lipid Metabolism","#999999"
"aminophospholipid transport",0.320083682008368,0.985709682079319,0.107554375265169,0.844789356984479,1.1299944040291,1,"TMEM30A","2","Lipid Metabolism","#999999"
"amyloid fibril formation",0.438931297709924,0.985709682079319,0.0835990603684159,-0.782705099778271,-1.04498166093099,1,"GGA2","2","APP Metabolism","#ff6600"
"amyloid-beta binding",0.163672654690619,0.9739503580565,0.153158808683073,0.657015590200445,1.27326353746068,3,"c(""CLU"", ""CLSTN1"", ""CACNA1B"")","2","APP Metabolism","#ff6600"
"anaphase-promoting complex-dependent catabolic process",0.360869565217391,0.985709682079319,0.102449405629826,-0.469798657718121,-1.10893686752246,5,"c(""PSME4"", ""PSME3"", ""PSMA6"", ""PSMA7"", ""CUL3"")","2","Proteostasis","#C7B169"
"anchored component of postsynaptic membrane",0.610687022900763,0.985709682079319,0.0665892104103933,-0.694013303769401,-0.926570141278753,1,"CNTN1","2","Synapse","#339933"
"anchored component of presynaptic active zone membrane",0.336820083682008,0.985709682079319,0.104343952581949,0.835920177383592,1.11813094571908,1,"FLOT2","2","Synapse","#339933"
"anchored component of presynaptic membrane",0.220164609053498,0.985709682079319,0.132147260608774,0.708140840270324,1.19134586013319,2,"c(""GPC4"", ""CNTN1"")","2","Synapse","#339933"
"anchored component of synaptic vesicle membrane",0.106995884773663,0.863609641387419,0.195789002148949,0.791658658780448,1.33185266565991,2,"c(""RAB27B"", ""RAB35"")","2","Synapse","#339933"
"angiogenesis",0.721739130434783,0.985709682079319,0.0647943366000727,-0.331096196868009,-0.781536459015831,5,"c(""NAA15"", ""PTK2"", ""AAMP"", ""NRXN1"", ""PANK2"")","2","Vasculature","#cccc00"
"anterograde axonal protein transport",0.0778063988742208,0.754896100699694,0.287805130535564,0.775308610407527,1.50250952737673,3,"c(""HSPB1"", ""RAB27B"")","2","Synapse","#339933"
"anterograde axonal transport",0.319188191881919,0.985709682079319,0.0999276973731092,0.478747203579418,1.12349488064971,5,"c(""RAB21"", ""AP3M2"", ""AP3B2"", ""SPAST"", ""AP3D1"")","2","Synapse","#339933"
"anterograde dendritic transport",0.336820083682008,0.985709682079319,0.104343952581949,0.835920177383592,1.11813094571908,1,"FLOT2","2","Synapse","#339933"
"anterograde dendritic transport of neurotransmitter receptor complex",0.25,0.985709682079319,0.11776578836269,-0.88470066518847,-1.18115490853106,1,"KIF5A","2","Synapse","#339933"
"anterograde synaptic vesicle transport",0.586826347305389,0.985709682079319,0.0707899094502623,0.476614699331849,0.923655583107073,3,"c(""AP3M2"", ""AP3B2"", ""AP3D1"")","2","Synapse","#339933"
"antigen processing and presentation",0.826347305389222,0.985709682079319,0.0543434390269162,0.376391982182628,0.729428941799511,3,"c(""RAB6A"", ""AP3D1"", ""RAB35"")","2","Immune Response","#99cccc"
"antigen processing and presentation of exogenous peptide antigen via MHC class I",0.627615062761506,0.985709682079319,0.0697792517076235,0.678492239467849,0.907554560716284,1,"MFSD6","2","Immune Response","#99cccc"
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.0708154506437768,0.72582637482089,0.248911114434702,-0.580717488789238,-1.48906301638514,6,"c(""PSME4"", ""PSME3"", ""PSMA6"", ""IKBKG"", ""PSMA7"", ""SEC22B"")","2","Immune Response","#99cccc"
"antigen processing and presentation of exogenous peptide antigen via MHC class II",0.667391304347826,0.985709682079319,0.0686325631836726,-0.351230425055928,-0.829062324766794,5,"c(""KIF5A"", ""RAB7A"", ""CAPZB"", ""AP2B1"", ""AP1S1"")","2","Immune Response","#99cccc"
"antigen processing and presentation, exogenous lipid antigen via MHC class Ib",0.950381679389313,0.985709682079319,0.0458620343117985,-0.52549889135255,-0.701588253939504,1,"AP3D1","2","Immune Response","#99cccc"
"antimicrobial humoral immune response mediated by antimicrobial peptide",0.523012552301255,0.985709682079319,0.0791316651768349,0.731707317073171,0.978735310576385,1,"GAPDH","2","Immune Response","#99cccc"
"antimicrobial humoral response",0.00131106826703794,0.0779740600922563,0.45505986738723,0.984444444444444,1.65618722537214,2,"c(""CHGA"", ""CLU"")","2","Immune Response","#99cccc"
"aorta development",0.562015503875969,0.985709682079319,0.0714786287425507,-0.555555555555556,-0.929481777885895,2,"c(""SNX17"", ""AP2B1"")","2","Vasculature","#cccc00"
"apical dendrite",0.360082304526749,0.985709682079319,0.0992333343771191,0.641261773509636,1.078831378855,2,"CLU","2","Synapse","#339933"
"apical junction complex",0.639312977099237,0.985709682079319,0.0643583367917361,-0.669623059866962,-0.894006973374389,1,"CTNNB1","2","Structural Stabilization","#ff9999"
"apoptotic mitochondrial changes",0.883587786259542,0.985709682079319,0.0491927521045191,-0.556541019955654,-0.743032285817786,1,"PPP2CB","2","Apoptosis","#663399"
"apoptotic mitochondrial changes",0.883587786259542,0.985709682079319,0.0491927521045191,-0.556541019955654,-0.743032285817786,1,"PPP2CB","2","Mitochondrial Metabolism","#99cc99"
"apoptotic mitochondrial changes",0.883587786259542,0.985709682079319,0.0491927521045191,-0.556541019955654,-0.743032285817786,1,"PPP2CB","2","Apoptosis","#663399"
"apoptotic mitochondrial changes",0.883587786259542,0.985709682079319,0.0491927521045191,-0.556541019955654,-0.743032285817786,1,"PPP2CB","2","Mitochondrial Metabolism","#99cc99"
"apoptotic process",0.0707070707070707,0.72582637482089,0.219250346703755,0.371512899721036,1.5150106804998,23,"c(""CLU"", ""PEA15"", ""MAPK3"", ""CCK"", ""MAPK1"", ""EPB41L3"", ""PDCD4"", ""MAP2K6"", ""UBE2Z"", ""BCAP29"", ""GAPDH"", ""PAK1"")","2","Apoptosis","#663399"
"apoptotic process involved in development",0.354961832061069,0.985709682079319,0.0956031492204301,-0.811529933481153,-1.08346540481797,1,"ZPR1","2","Apoptosis","#663399"
"apoptotic signaling pathway",0.16412213740458,0.9739503580565,0.149207542435322,-0.931263858093126,-1.24332095634849,1,"DAP3","2","Apoptosis","#663399"
"arachidonic acid metabolic process",0.251028806584362,0.985709682079319,0.122679189568808,0.693245230910357,1.16628612408071,2,"c(""MAPK3"", ""GPX4"")","2","Lipid Metabolism","#999999"
"asymmetric synapse",0.969135802469136,0.985709682079319,0.0484087618816951,0.353333333333333,0.594432886758851,2,"c(""SNAP47"", ""CAPZB"")","2","Synapse","#339933"
"atrial cardiac muscle cell action potential",0.748091603053435,0.985709682079319,0.0568864160475701,-0.623059866962306,-0.831840925556964,1,"ANK2","2","Vasculature","#cccc00"
"atrial cardiac muscle cell to AV node cell communication",0.748091603053435,0.985709682079319,0.0568864160475701,-0.623059866962306,-0.831840925556964,1,"ANK2","2","Vasculature","#cccc00"
"autophagosome assembly",0.926147704590818,0.985709682079319,0.0490939668192139,0.314031180400891,0.608576809430361,3,"c(""NSFL1C"", ""GABARAPL2"", ""RAB7A"")","2","Autophagy","#9933ff"
"autophagosome maturation",0.451097804391218,0.985709682079319,0.0845557442441281,-0.507795100222717,-1.0068257746575,3,"c(""VPS16"", ""VCP"", ""GABARAPL2"")","2","Autophagy","#9933ff"
"autophagy",0.332541567695962,0.985709682079319,0.11331290842208,-0.340136054421769,-1.10587304199279,11,"c(""VPS41"", ""RAB7A"", ""VPS16"", ""SMCR8"", ""PRKAA1"", ""VCP"", ""RAB24"", ""GABARAPL2"", ""PARK7"", ""VTI1A"", ""RAB39B"")","2","Autophagy","#9933ff"
"autophagy of mitochondrion",0.99236641221374,0.997408056042032,0.0438879842863647,-0.505543237250554,-0.67494566201775,1,"GABARAPL2","2","Autophagy","#9933ff"
"autophagy of mitochondrion",0.99236641221374,0.997408056042032,0.0438879842863647,-0.505543237250554,-0.67494566201775,1,"GABARAPL2","2","Mitochondrial Metabolism","#99cc99"
"autophagy of mitochondrion",0.99236641221374,0.997408056042032,0.0438879842863647,-0.505543237250554,-0.67494566201775,1,"GABARAPL2","2","Autophagy","#9933ff"
"autophagy of mitochondrion",0.99236641221374,0.997408056042032,0.0438879842863647,-0.505543237250554,-0.67494566201775,1,"GABARAPL2","2","Mitochondrial Metabolism","#99cc99"
"axolemma",0.288702928870293,0.985709682079319,0.114266502484433,0.858093126385809,1.14778959149412,1,"EPB41L3","2","Synapse","#339933"
"axon",0.55304347826087,0.985709682079319,0.0668966276500666,0.248746059976558,0.927648707027895,18,"c(""CCK"", ""MAPK1"", ""STXBP1"", ""CCSAP"", ""L1CAM"", ""STMN4"", ""PAK1"", ""PALM"", ""DPYSL2"")","2","Synapse","#339933"
"axon cytoplasm",0.164623467600701,0.9739503580565,0.142056643575821,0.444733378197281,1.31676295784116,9,"c(""HSPB1"", ""RAB27B"", ""RAB21"", ""AP3M2"", ""AP3B2"", ""SPAST"", ""AP3D1"", ""OPA1"")","2","Synapse","#339933"
"axon hillock",0.106694560669456,0.863609641387419,0.197822021315103,0.951219512195122,1.2723559037493,1,"CCK","2","Synapse","#339933"
"axon initial segment",0.106694560669456,0.863609641387419,0.197822021315103,0.951219512195122,1.2723559037493,1,"CCK","2","Synapse","#339933"
